procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 1002516 183228 1974184 2172732    0    0    51   374 14360 13112 14 18 67  1  0	
 0  0 1002516 181288 1974476 2173732    0    0    51  2007 14562 12601 13 17 64  6  0	
 1  0 1002516 180320 1974764 2174716    0    0    51   418 14021 12274 10 12 77  1  0	
 0  0 1002516 181320 1975072 2175736    0    0    51   329 14046 12828 15 19 65  1  0	
 1  0 1002516 178684 1975380 2176732    0    0    51  2059 14328 12529 14 17 64  5  0	
 2  0 1002516 175164 1975676 2177768    0    0    51   530 14585 13673 15 20 64  1  0	
 1  0 1002516 173968 1975972 2178760    0    0    51   334 13911 12636 19 24 56  1  0	
 0  0 1002516 174232 1976264 2179724    0    0    51  2097 14660 12653 10 13 70  7  0	
 0  0 1002516 171420 1976544 2180764    0    0    51   269 14036 12759 14 20 65  1  0	
 1  0 1002516 169336 1976828 2181780    0    0    51   457 14300 12449 13 15 71  1  0	
 1  0 1002564 171300 1972896 2182736    0   10    26  1970 14550 12810 15 16 63  6  0	
 0  0 1002564 164472 1969112 2183484    0    0    55   582 15114 14197 18 21 61  1  0	
 0  0 1002564 159240 1969564 2184500    0    0    77   378 15349 14850 16 19 65  1  0	
 1  0 1002564 173168 1969852 2185508    0    0    51  2134 16022 15658 15 19 55 11  0	
 2  0 1002644 176892 1966056 2186396    0   16    51   362 14766 15293 16 20 64  1  0	
 0  0 1002644 175064 1966228 2187396    0    0    26   443 14110 12396 12 15 73  1  0	
 0  0 1002644 171576 1966660 2188380    0    0    77  2024 14489 12788 13 16 62  8  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 1002644 172592 1966944 2189372    0    0    51   472 13834 12241 11 14 73  1  0	
 2  0 1002644 167676 1967244 2190500    0    0    51   316 13849 12797 12 14 73  1  0	
 0  0 1002644 169180 1967548 2191368    0    0    51  2011 14370 12612 16 18 61  6  0	
 0  0 1002644 170036 1967836 2192380    0    0    51   455 13893 12376 11 14 74  1  0	
 3  0 1002644 215636 1968136 2144540    0    0    51   483 13758 12852 16 19 64  1  0	
 0  0 1002644 214760 1968436 2145540    0    0    51  2102 14591 12569 14 18 61  7  0	
 0  0 1002644 210232 1968740 2146544    0    0    51   446 13826 12370 12 15 72  1  0	
 0  0 1002644 211032 1969040 2147540    0    0    51   330 14400 13300 16 24 59  1  0	
 2  0 1002644 214268 1969336 2148524    0    0    51  2089 14219 11825  9 12 71  7  0	
 1  0 1002644 208916 1969364 2149532    0    0     0   461 13872 12824 16 19 64  1  0	
 1  0 1002644 209964 1969912 2150516    0    0   102   334 14260 12673 12 16 71  1  0	
10  0 1002644 203476 1970204 2151532    0    0    51  2106 14489 12756 15 18 61  7  0	
 1  0 1002644 206664 1970508 2152520    0    0    51   500 14280 12907 11 12 76  1  0	
15  0 1002644 193932 1970804 2153544    0    0    51   133 13699 12579 12 18 68  1  0	
 1  0 1002644 202168 1971096 2154540    0    0    51  2215 14563 12878 13 16 65  6  0	
 0  0 1002644 202528 1971392 2155512    0    0    51   315 14056 12330 10 12 77  1  0	
 0  0 1002644 199524 1971684 2156536    0    0    51   499 14423 13412 18 21 60  1  0	
 1  0 1002644 200784 1971996 2157512    0    0    51  1974 14137 12142  8  9 77  6  0	
 0  0 1002644 195648 1972292 2158564    0    0    51   487 14373 13256 17 20 62  1  0	
 0  0 1002644 197156 1972584 2159556    0    0    51   346 13732 12256 11 14 75  1  0	
 1  0 1002644 194992 1972872 2160556    0    0    51  2077 14388 12193  9 12 73  6  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 1002644 194548 1973168 2161532    0    0    51   432 14045 13084 18 21 60  1  0	
 1  0 1002644 196240 1973472 2162560    0    0    51   544 13797 12105 10 16 73  1  0	
 0  0 1002644 191384 1973792 2163552    0    0    51  1930 14648 13582 18 22 55  5  0	
 0  0 1002644 191604 1974096 2164544    0    0    51   573 13912 12117 13 17 69  1  0	
 0  0 1002644 184124 1974408 2165560    0    0    51   268 13700 12226 12 15 72  1  0	
 0  0 1002644 188768 1974684 2166552    0    0    51  2906 14802 13164 14 18 61  8  0	
 0  0 1002644 184652 1974972 2167552    0    0    51   393 13824 12212 12 16 71  1  0	
 0  0 1002644 185956 1975264 2168548    0    0    51   324 14199 13200 15 19 65  1  0	
