procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 918508 124740 216648 327852    0    0    52  9671 21460 18712 37 30 29  3  0	
 4  0 918508 124096 216948 327892    0    0    58 10487 21295 19359 34 27 36  3  0	
 1  3 918508 124236 217252 327940    0    0    51 10397 21403 18633 37 30 29  4  0	
 2  1 918508 123584 217564 327992    0    0    51 10177 21479 19050 36 27 34  3  0	
 7  0 918508 123320 217864 328028    0    0    51 10069 20907 18203 37 29 31  3  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 918508 122684 218176 328068    0    0    51 10424 21041 18948 35 27 33  4  0	
 4  0 918508 121352 218476 328108    0    0    51  9951 20786 18141 38 30 30  2  0	
 0  1 918508 122012 218804 328144    0    0    51 10410 21356 18974 37 25 35  4  0	
 2  0 918508 122120 219112 328196    0    0    51 10431 21091 18769 36 31 31  3  0	
 2  0 918508 121516 219416 328236    0    0    51 10297 21545 19659 34 27 36  3  0	
 2  0 918508 121592 219716 328288    0    0    51  8562 21224 19274 35 31 31  3  0	
 5  0 918508 121144 220028 328320    0    0    51   779 21634 21013 28 26 42  3  0	
 3  0 918508 117676 220336 328360    0    0    51   757 21414 20353 32 30 35  3  0	
 3  0 918508 120748 220656 328408    0    0    51  1214 21168 19968 31 30 36  3  0	
 6  1 918508 117832 220984 328440    0    0    51   921 21460 20500 30 28 37  4  0	
 2  0 918508 120128 221300 328484    0    0    51   914 21381 20432 31 30 36  3  0	
 3  0 918508 120284 221652 328520    0    0    51   918 21566 20639 29 27 40  4  0	
 5  0 918508 128280 213816 328008    0    0    51  5687 20826 19269 34 30 32  4  0	
 4  1 918508 127972 214136 328040    0    0    51 10424 21421 20000 31 27 37  5  0	
 1  0 918508 127196 214424 328088    0    0    51 10793 21065 19268 35 31 31  4  0	
 1  0 918508 127212 214720 328132    0    0    51 10313 21290 20049 32 27 37  5  0	
 3  0 918508 126468 215008 328168    0    0    51 10610 21151 19628 34 30 32  3  0	
 0  0 918508 125148 215320 328212    0    0    51 10582 21397 20243 32 26 39  4  0	
 5  0 918508 124096 215628 328256    0    0    51 10634 21283 19956 32 29 35  3  0	
 0  0 918508 125328 215924 328296    0    0    51 10025 21354 20054 32 28 37  3  0	
 2  0 918508 124476 216232 328332    0    0    51 10605 21493 20022 32 30 35  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  1 918508 124560 216536 328368    0    0    51 10631 21172 19535 33 30 34  3  0	
 4  0 918508 120420 216840 328408    0    0    58 10574 21545 20239 32 27 37  4  0	
 2  0 918508 123708 217148 328444    0    0    51  5520 21149 20076 32 29 35  3  0	
 4  0 918508 123320 217460 328504    0    0    51   766 21469 20772 30 26 41  4  0	
 2  0 918508 117668 217792 328552    0    0    51   738 20860 19773 34 32 31  2  0	
 4  0 918508 122700 218108 328572    0    0    51   871 21428 20613 28 26 41  4  0	
 3  1 918508 120860 205924 328532    0    0    94   904 21214 20189 31 29 36  3  0	
 1  0 918508 117672 206276 328668    0    0    76   926 21748 21247 30 29 37  4  0	
 1  0 918508 121396 206616 328712    0    0    51   941 21422 20501 30 31 36  4  0	
 3  1 918508 121180 206968 328752    0    0    51   917 21619 20928 28 28 40  4  0	
 4  2 918508 121336 207300 328796    0    0    51  2043 21452 20317 31 29 36  4  0	
 2  0 918508 120848 207624 328852    0    0    51  8747 21058 18972 34 26 34  6  0	
 1  0 918508 120864 207916 328900    0    0    51 10230 21061 18429 37 30 28  4  0	
 0  0 918508 120244 208228 328940    0    0    51 10750 21425 19920 32 25 38  4  0	
